"","LMAHDY"
"1997-05-22",1633
"1997-05-23",1607
"1997-05-27",1634.5
"1997-05-28",1620
"1997-05-29",1612
"1997-05-30",1603
"1997-06-02",1587
"1997-06-03",1561
"1997-06-04",1561
"1997-06-05",1573
"1997-06-06",1565
"1997-06-09",1581
"1997-06-10",1585.5
"1997-06-11",1603
"1997-06-12",1600.5
"1997-06-13",1562.5
"1997-06-16",1554.5
"1997-06-17",1554.5
"1997-06-18",1572
"1997-06-19",1570.5
"1997-06-20",1562.5
"1997-06-23",1549.5
"1997-06-24",1560
"1997-06-25",1553.5
"1997-06-26",1557
"1997-06-27",1551.5
"1997-06-30",1561
"1997-07-01",1575
"1997-07-02",1589.5
"1997-07-03",1594
"1997-07-04",1575.5
"1997-07-07",1568
"1997-07-08",1545.5
"1997-07-09",1529
"1997-07-10",1551.5
"1997-07-11",1538
"1997-07-14",1562
"1997-07-15",1546.5
"1997-07-16",1533
"1997-07-17",1550
"1997-07-18",1554
"1997-07-21",1584
"1997-07-22",1579.5
"1997-07-23",1632.25
"1997-07-24",1651
"1997-07-25",1686
"1997-07-28",1686
"1997-07-29",1699.25
"1997-07-30",1698
"1997-07-31",1703.5
"1997-08-01",1743.5
"1997-08-04",1751
"1997-08-05",1722.5
"1997-08-06",1748.25
"1997-08-07",1777
"1997-08-08",1761.5
"1997-08-11",1758.25
"1997-08-12",1715.75
"1997-08-13",1699.25
"1997-08-14",1714.5
"1997-08-15",1733.5
"1997-08-18",1737.5
"1997-08-19",1672
"1997-08-20",1664
"1997-08-21",1681
"1997-08-22",1719.5
"1997-08-26",1779
"1997-08-27",1664.5
"1997-08-28",1619.5
"1997-08-29",1612.75
"1997-09-01",1597
"1997-09-02",1571.25
"1997-09-03",1577.5
"1997-09-04",1598.75
"1997-09-05",1600
"1997-09-08",1583.25
"1997-09-09",1594
"1997-09-10",1609.5
"1997-09-11",1606.95
"1997-09-12",1607.6
"1997-09-15",1599
"1997-09-16",1590.25
"1997-09-17",1599.5
"1997-09-18",1631.75
"1997-09-19",1635.5
"1997-09-22",1658.5
"1997-09-23",1645
"1997-09-24",1626
"1997-09-25",1616
"1997-09-26",1633
"1997-09-29",1630
"1997-09-30",1640.75
"1997-10-01",1687.55
"1997-10-02",1688.25
"1997-10-03",1647.5
"1997-10-06",1646.25
"1997-10-07",1638.25
"1997-10-08",1617
"1997-10-09",1635.8
"1997-10-10",1639.05
"1997-10-13",1634.75
"1997-10-14",1625.75
"1997-10-15",1610.5
"1997-10-16",1603.75
"1997-10-17",1603.75
"1997-10-20",1598
"1997-10-21",1569
"1997-10-22",1567
"1997-10-23",1568.75
"1997-10-24",1561.75
"1997-10-27",1529.5
"1997-10-28",1569.5
"1997-10-29",1609
"1997-10-30",1625
"1997-10-31",1608.5
"1997-11-03",1595.75
"1997-11-04",1599.75
"1997-11-05",1602
"1997-11-06",1592.25
"1997-11-07",1593.55
"1997-11-10",1604.6
"1997-11-11",1612.15
"1997-11-12",1610.3
"1997-11-13",1621.85
"1997-11-14",1638.05
"1997-11-17",1630.5
"1997-11-18",1608.5
"1997-11-19",1614.4
"1997-11-20",1615
"1997-11-21",1595.5
"1997-11-24",1574.7
"1997-11-25",1575.6
"1997-11-26",1586.6
"1997-11-27",1587.5
"1997-11-28",1576
"1997-12-01",1563
"1997-12-02",1567
"1997-12-03",1563.25
"1997-12-04",1562.5
"1997-12-05",1550
"1997-12-08",1549.4
"1997-12-09",1561.6
"1997-12-10",1556.8
"1997-12-11",1539.35
"1997-12-12",1538
"1997-12-15",1496.5
"1997-12-16",1490
"1997-12-17",1513.5
"1997-12-18",1521
"1997-12-19",1518.25
"1997-12-22",1503.75
"1997-12-23",1504.05
"1997-12-24",1496.25
"1997-12-29",1497.85
"1997-12-30",1543.65
"1997-12-31",1529.5
"1998-01-05",1474.75
"1998-01-06",1477.2
"1998-01-07",1478.25
"1998-01-08",1468
"1998-01-09",1464.25
"1998-01-12",1444
"1998-01-13",1477.75
"1998-01-14",1486
"1998-01-15",1480.65
"1998-01-16",1472.9
"1998-01-19",1478.25
"1998-01-20",1472.5
"1998-01-21",1483
"1998-01-22",1509.5
"1998-01-23",1526.5
"1998-01-26",1515.5
"1998-01-27",1529.5
"1998-01-28",1508.75
"1998-01-29",1520.5
"1998-01-30",1512.55
"1998-02-02",1522
"1998-02-03",1491.75
"1998-02-04",1500.3
"1998-02-05",1498
"1998-02-06",1499.5
"1998-02-09",1490
"1998-02-10",1478.5
"1998-02-11",1495
"1998-02-12",1497.85
"1998-02-13",1488.6
"1998-02-16",1475.5
"1998-02-17",1449.5
"1998-02-18",1440.5
"1998-02-19",1443
"1998-02-20",1436.5
"1998-02-23",1416
"1998-02-24",1422.75
"1998-02-25",1430.25
"1998-02-26",1438
"1998-02-27",1452.25
"1998-03-02",1457.85
"1998-03-03",1438.25
"1998-03-04",1435.15
"1998-03-05",1440.7
"1998-03-06",1421.75
"1998-03-09",1422.5
"1998-03-10",1447.5
"1998-03-11",1442.35
"1998-03-12",1456
"1998-03-13",1444.6
"1998-03-16",1444.75
"1998-03-17",1454
"1998-03-18",1438.75
"1998-03-19",1436.5
"1998-03-20",1431.75
"1998-03-23",1425.5
"1998-03-24",1426.5
"1998-03-25",1436.75
"1998-03-26",1434.5
"1998-03-27",1433.5
"1998-03-30",1428.7
"1998-03-31",1420.85
"1998-04-01",1387.5
"1998-04-02",1382.5
"1998-04-03",1386.25
"1998-04-06",1392.9
"1998-04-07",1404.5
"1998-04-08",1403.1
"1998-04-09",1411.5
"1998-04-14",1424
"1998-04-15",1435.5
"1998-04-16",1429.5
"1998-04-17",1423.25
"1998-04-20",1411.25
"1998-04-21",1434.25
"1998-04-22",1440.5
"1998-04-23",1449.25
"1998-04-24",1436
"1998-04-27",1443
"1998-04-28",1448.5
"1998-04-29",1434.75
"1998-04-30",1422.5
"1998-05-01",1407.5
"1998-05-05",1414.25
"1998-05-06",1407.25
"1998-05-07",1366.5
"1998-05-08",1376
"1998-05-11",1355.5
"1998-05-12",1370.5
"1998-05-13",1360.25
"1998-05-14",1347.95
"1998-05-15",1342.35
"1998-05-18",1333.5
"1998-05-19",1353.75
"1998-05-20",1365
"1998-05-21",1383.25
"1998-05-22",1381.25
"1998-05-26",1334.75
"1998-05-27",1342.75
"1998-05-28",1350.75
"1998-05-29",1345.25
"1998-06-01",1327.4
"1998-06-02",1317.75
"1998-06-03",1340
"1998-06-04",1331.75
"1998-06-05",1317.4
"1998-06-08",1317.25
"1998-06-09",1307.75
"1998-06-10",1315.25
"1998-06-11",1306
"1998-06-12",1297.1
"1998-06-15",1289.5
"1998-06-16",1286
"1998-06-17",1314.5
"1998-06-18",1315.75
"1998-06-19",1330
"1998-06-22",1320
"1998-06-23",1318.25
"1998-06-24",1299.5
"1998-06-25",1291.75
"1998-06-26",1282.25
"1998-06-29",1279.25
"1998-06-30",1297.5
"1998-07-01",1285.25
"1998-07-02",1270.75
"1998-07-03",1273.5
"1998-07-06",1260.5
"1998-07-07",1268.75
"1998-07-08",1267.5
"1998-07-09",1259
"1998-07-10",1262.35
"1998-07-13",1288
"1998-07-14",1284.5
"1998-07-15",1286.25
"1998-07-16",1307.5
"1998-07-17",1327
"1998-07-20",1347
"1998-07-21",1338.75
"1998-07-22",1344
"1998-07-23",1361.5
"1998-07-24",1380
"1998-07-27",1361.5
"1998-07-28",1354.25
"1998-07-29",1352.5
"1998-07-30",1346.25
"1998-07-31",1323.75
"1998-08-03",1292
"1998-08-04",1309
"1998-08-05",1301
"1998-08-06",1309.5
"1998-08-07",1321
"1998-08-10",1303.25
"1998-08-11",1296.5
"1998-08-12",1306.5
"1998-08-13",1304
"1998-08-14",1307.6
"1998-08-17",1316
"1998-08-18",1304.5
"1998-08-19",1310.5
"1998-08-20",1325.25
"1998-08-21",1320.6
"1998-08-24",1334.5
"1998-08-25",1330
"1998-08-26",1322.5
"1998-08-27",1318.6
"1998-08-28",1343
"1998-09-01",1364.5
"1998-09-02",1396.5
"1998-09-03",1409.75
"1998-09-04",1387.75
"1998-09-07",1394.4
"1998-09-08",1380
"1998-09-09",1359.5
"1998-09-10",1351.5
"1998-09-11",1348
"1998-09-14",1339
"1998-09-15",1343
"1998-09-16",1325.5
"1998-09-17",1322
"1998-09-18",1317.5
"1998-09-21",1310.75
"1998-09-22",1296.5
"1998-09-23",1298.25
"1998-09-24",1306.5
"1998-09-25",1316.75
"1998-09-28",1311
"1998-09-29",1320
"1998-09-30",1300.75
"1998-10-01",1314.75
"1998-10-02",1304.5
"1998-10-05",1292
"1998-10-06",1296
"1998-10-07",1311.75
"1998-10-08",1308.75
"1998-10-09",1329.75
"1998-10-12",1337
"1998-10-13",1335
"1998-10-14",1316.9
"1998-10-15",1316.45
"1998-10-16",1327.35
"1998-10-19",1313.25
"1998-10-20",1311.5
"1998-10-21",1313.25
"1998-10-22",1304.25
"1998-10-23",1293.75
"1998-10-26",1262.75
"1998-10-27",1279.4
"1998-10-28",1271.5
"1998-10-29",1282.75
"1998-10-30",1296.25
"1998-11-02",1305.75
"1998-11-03",1290.25
"1998-11-04",1297.15
"1998-11-05",1294.25
"1998-11-06",1296.15
"1998-11-09",1295.6
"1998-11-10",1290.6
"1998-11-11",1292
"1998-11-12",1312.5
"1998-11-13",1312.1
"1998-11-16",1300.75
"1998-11-17",1293.75
"1998-11-18",1304.5
"1998-11-19",1297
"1998-11-20",1295
"1998-11-23",1289.5
"1998-11-24",1287
"1998-11-25",1284.25
"1998-11-26",1296.5
"1998-11-27",1300.5
"1998-11-30",1296.75
"1998-12-01",1294.5
"1998-12-02",1293.25
"1998-12-03",1272
"1998-12-04",1265.5
"1998-12-07",1270.9
"1998-12-08",1256.75
"1998-12-09",1266.1
"1998-12-10",1249.5
"1998-12-11",1241.6
"1998-12-14",1244
"1998-12-15",1228
"1998-12-16",1238
"1998-12-17",1226.75
"1998-12-18",1229
"1998-12-21",1233.95
"1998-12-22",1238.5
"1998-12-23",1231.4
"1998-12-24",1235.75
"1998-12-29",1244.75
"1998-12-30",1247
"1998-12-31",1236
"1999-01-04",1224.75
"1999-01-05",1222.25
"1999-01-06",1221.75
"1999-01-07",1223.75
"1999-01-08",1233.75
"1999-01-11",1247.5
"1999-01-12",1249.75
"1999-01-13",1231.5
"1999-01-14",1220
"1999-01-15",1226.5
"1999-01-18",1222
"1999-01-19",1222.75
"1999-01-20",1207.75
"1999-01-21",1211
"1999-01-22",1220.75
"1999-01-25",1211.5
"1999-01-26",1213.75
"1999-01-27",1202.75
"1999-01-28",1198.25
"1999-01-29",1197
"1999-02-01",1203
"1999-02-02",1207
"1999-02-03",1203.25
"1999-02-04",1212.75
"1999-02-05",1212.25
"1999-02-08",1227
"1999-02-09",1206.75
"1999-02-10",1195.5
"1999-02-11",1193.4
"1999-02-12",1191.65
"1999-02-15",1180
"1999-02-16",1168.5
"1999-02-17",1168.25
"1999-02-18",1167
"1999-02-19",1177.4
"1999-02-22",1153.25
"1999-02-23",1157.85
"1999-02-24",1164.75
"1999-02-25",1178
"1999-02-26",1167.75
"1999-03-01",1150
"1999-03-02",1148.5
"1999-03-03",1151.45
"1999-03-04",1156.5
"1999-03-05",1136.2
"1999-03-08",1141.75
"1999-03-09",1140.5
"1999-03-10",1153.25
"1999-03-11",1152.3
"1999-03-12",1146.25
"1999-03-15",1145.25
"1999-03-16",1146
"1999-03-17",1173.5
"1999-03-18",1207
"1999-03-19",1223.25
"1999-03-22",1252.5
"1999-03-23",1240.25
"1999-03-24",1232.75
"1999-03-25",1245.25
"1999-03-26",1237.25
"1999-03-29",1218.5
"1999-03-30",1198.75
"1999-03-31",1213.5
"1999-04-01",1215.75
"1999-04-06",1226.4
"1999-04-07",1237.25
"1999-04-08",1235.5
"1999-04-09",1245.75
"1999-04-12",1249.9
"1999-04-13",1288.5
"1999-04-14",1279.75
"1999-04-15",1295.5
"1999-04-16",1298
"1999-04-19",1312.25
"1999-04-20",1292
"1999-04-21",1293.25
"1999-04-22",1293.5
"1999-04-23",1290.5
"1999-04-26",1287.5
"1999-04-27",1305.75
"1999-04-28",1312.25
"1999-04-29",1336.75
"1999-04-30",1345.1
"1999-05-04",1334.75
"1999-05-05",1326
"1999-05-06",1343.5
"1999-05-07",1330.15
"1999-05-10",1319
"1999-05-11",1346
"1999-05-12",1354.5
"1999-05-13",1356.15
"1999-05-14",1351.25
"1999-05-17",1338.5
"1999-05-18",1331.8
"1999-05-19",1331.5
"1999-05-20",1327.75
"1999-05-21",1313.5
"1999-05-24",1309.25
"1999-05-25",1304.25
"1999-05-26",1294.45
"1999-05-27",1266.25
"1999-05-28",1249.25
"1999-06-01",1257.85
"1999-06-02",1267.6
"1999-06-03",1264.5
"1999-06-04",1276.25
"1999-06-07",1280.15
"1999-06-08",1284.75
"1999-06-09",1298.5
"1999-06-10",1308
"1999-06-11",1311.6
"1999-06-14",1328.75
"1999-06-15",1317.5
"1999-06-16",1307.25
"1999-06-17",1311
"1999-06-18",1334.75
"1999-06-21",1346.5
"1999-06-22",1343
"1999-06-23",1332.75
"1999-06-24",1344.75
"1999-06-25",1346.25
"1999-06-28",1374.25
"1999-06-29",1376
"1999-06-30",1376
"1999-07-01",1386.5
"1999-07-02",1378
"1999-07-05",1360.5
"1999-07-06",1360.15
"1999-07-07",1389.85
"1999-07-08",1394.8
"1999-07-09",1389
"1999-07-12",1419.75
"1999-07-13",1422.15
"1999-07-14",1433.5
"1999-07-15",1425.7
"1999-07-16",1426.1
"1999-07-19",1431.5
"1999-07-20",1412.75
"1999-07-21",1405.25
"1999-07-22",1406.75
"1999-07-23",1425
"1999-07-26",1434
"1999-07-27",1430.5
"1999-07-28",1413
"1999-07-29",1386.75
"1999-07-30",1380
"1999-08-02",1373.75
"1999-08-03",1385
"1999-08-04",1406.5
"1999-08-05",1423.25
"1999-08-06",1439
"1999-08-09",1439.5
"1999-08-10",1428
"1999-08-11",1443.05
"1999-08-12",1447.6
"1999-08-13",1441.55
"1999-08-16",1446
"1999-08-17",1453
"1999-08-18",1434.5
"1999-08-19",1432.5
"1999-08-20",1422.75
"1999-08-23",1427.25
"1999-08-24",1448.75
"1999-08-25",1454.75
"1999-08-26",1453.25
"1999-08-27",1438.75
"1999-08-30",1447.5
"1999-08-31",1455
"1999-09-01",1475
"1999-09-02",1481.25
"1999-09-03",1472.75
"1999-09-06",1474
"1999-09-07",1489.25
"1999-09-08",1496.5
"1999-09-09",1500.1
"1999-09-10",1500.3
"1999-09-13",1496.5
"1999-09-14",1489.75
"1999-09-15",1495
"1999-09-16",1497.25
"1999-09-17",1516
"1999-09-20",1509.75
"1999-09-21",1522.75
"1999-09-22",1517.5
"1999-09-23",1500.25
"1999-09-24",1475.5
"1999-09-27",1468.5
"1999-09-28",1504.25
"1999-09-29",1483.25
"1999-09-30",1480
"1999-10-01",1485
"1999-10-04",1475.5
"1999-10-05",1493.5
"1999-10-06",1490.25
"1999-10-07",1480.25
"1999-10-08",1454
"1999-10-11",1423.5
"1999-10-12",1473.5
"1999-10-13",1476.8
"1999-10-14",1469.15
"1999-10-15",1472.8
"1999-10-18",1474.5
"1999-10-19",1480
"1999-10-20",1486
"1999-10-21",1479.5
"1999-10-22",1485.75
"1999-10-25",1479.75
"1999-10-26",1462.25
"1999-10-27",1435.75
"1999-10-28",1469
"1999-10-29",1473.25
"1999-11-01",1472.5
"1999-11-02",1476
"1999-11-03",1489.4
"1999-11-04",1485
"1999-11-05",1475
"1999-11-08",1456.25
"1999-11-09",1472.5
"1999-11-10",1463
"1999-11-11",1450.75
"1999-11-12",1438.1
"1999-11-15",1446
"1999-11-16",1455.5
"1999-11-17",1461.75
"1999-11-18",1458.5
"1999-11-19",1463
"1999-11-22",1471.75
"1999-11-23",1469
"1999-11-24",1475.25
"1999-11-25",1488.5
"1999-11-26",1513.5
"1999-11-29",1518.75
"1999-11-30",1524.7
"1999-12-01",1514.75
"1999-12-02",1517.5
"1999-12-03",1533.5
"1999-12-06",1532.6
"1999-12-07",1525
"1999-12-08",1526.1
"1999-12-09",1519
"1999-12-10",1515.55
"1999-12-13",1525.75
"1999-12-14",1531.5
"1999-12-15",1554.85
"1999-12-16",1574
"1999-12-17",1568.5
"1999-12-20",1571.5
"1999-12-21",1562.5
"1999-12-22",1596
"1999-12-23",1600.5
"1999-12-24",1609.75
"1999-12-27",1609.75
"1999-12-28",1609.75
"1999-12-29",1624.5
"1999-12-30",1627.4
"1999-12-31",1630
"2000-01-03",1630
"2000-01-04",1611.25
"2000-01-05",1630.5
"2000-01-06",1635.25
"2000-01-07",1648
"2000-01-10",1633.45
"2000-01-11",1638
"2000-01-12",1641.5
"2000-01-13",1633.3
"2000-01-14",1653
"2000-01-17",1692.5
"2000-01-18",1723.25
"2000-01-19",1754.5
"2000-01-20",1747
"2000-01-21",1730.5
"2000-01-24",1715.25
"2000-01-25",1728
"2000-01-26",1730.5
"2000-01-27",1724
"2000-01-28",1724.25
"2000-01-31",1730.5
"2000-02-01",1740.5
"2000-02-02",1714.25
"2000-02-03",1722.5
"2000-02-04",1716
"2000-02-07",1702.1
"2000-02-08",1693.75
"2000-02-09",1703.25
"2000-02-10",1709.5
"2000-02-11",1704
"2000-02-14",1703
"2000-02-15",1643
"2000-02-16",1619
"2000-02-17",1624.75
"2000-02-18",1633.25
"2000-02-21",1614
"2000-02-22",1627.75
"2000-02-23",1633.5
"2000-02-24",1650.75
"2000-02-25",1644
"2000-02-28",1590.25
"2000-02-29",1571.5
"2000-03-01",1607.25
"2000-03-02",1595.5
"2000-03-03",1591.75
"2000-03-06",1592.25
"2000-03-07",1580.5
"2000-03-08",1555.5
"2000-03-09",1570.35
"2000-03-10",1580.3
"2000-03-13",1572.25
"2000-03-14",1596
"2000-03-15",1594.25
"2000-03-16",1601.75
"2000-03-17",1608.25
"2000-03-20",1593.5
"2000-03-21",1589.5
"2000-03-22",1566.5
"2000-03-23",1569
"2000-03-24",1566.5
"2000-03-27",1558
"2000-03-28",1565
"2000-03-29",1560
"2000-03-30",1554
"2000-03-31",1525.5
"2000-04-03",1509.5
"2000-04-04",1491.25
"2000-04-05",1491.25
"2000-04-06",1460
"2000-04-07",1464
"2000-04-10",1468.7
"2000-04-11",1480.2
"2000-04-12",1479
"2000-04-13",1463.75
"2000-04-14",1432.5
"2000-04-17",1418.25
"2000-04-18",1424
"2000-04-19",1445
"2000-04-20",1435.5
"2000-04-21",1435.5
"2000-04-24",1435.5
"2000-04-25",1460.75
"2000-04-26",1476.5
"2000-04-27",1441
"2000-04-28",1462.5
"2000-05-01",1462.5
"2000-05-02",1476.75
"2000-05-03",1444.5
"2000-05-04",1447.25
"2000-05-05",1456.25
"2000-05-08",1446
"2000-05-09",1452
"2000-05-10",1449.25
"2000-05-11",1442
"2000-05-12",1452.1
"2000-05-15",1464.75
"2000-05-16",1505.25
"2000-05-17",1507.5
"2000-05-18",1500.25
"2000-05-19",1496.5
"2000-05-22",1495
"2000-05-23",1493.25
"2000-05-24",1485.5
"2000-05-25",1459.5
"2000-05-26",1472
"2000-05-29",1472
"2000-05-30",1438.5
"2000-05-31",1446.5
"2000-06-01",1449.5
"2000-06-02",1417.75
"2000-06-05",1436.5
"2000-06-06",1440.25
"2000-06-07",1424.5
"2000-06-08",1455
"2000-06-09",1469.5
"2000-06-12",1445.5
"2000-06-13",1472
"2000-06-14",1492.5
"2000-06-15",1553.25
"2000-06-16",1565.35
"2000-06-19",1552.25
"2000-06-20",1537.25
"2000-06-21",1559.5
"2000-06-22",1557.25
"2000-06-23",1544.25
"2000-06-26",1579.25
"2000-06-27",1557.5
"2000-06-28",1577.5
"2000-06-29",1560
"2000-06-30",1559.5
"2000-07-03",1558.5
"2000-07-04",1555.75
"2000-07-05",1568.25
"2000-07-06",1556
"2000-07-07",1543.5
"2000-07-10",1546.5
"2000-07-11",1572
"2000-07-12",1573.75
"2000-07-13",1570.2
"2000-07-14",1569.5
"2000-07-17",1583.5
"2000-07-18",1591.75
"2000-07-19",1572
"2000-07-20",1574.25
"2000-07-21",1568
"2000-07-24",1574.25
"2000-07-25",1568.5
"2000-07-26",1556
"2000-07-27",1550.75
"2000-07-28",1551.25
"2000-07-31",1547.25
"2000-08-01",1545.5
"2000-08-02",1550.5
"2000-08-03",1539.5
"2000-08-04",1543
"2000-08-07",1536.75
"2000-08-08",1520.25
"2000-08-09",1509
"2000-08-10",1513.5
"2000-08-11",1519.1
"2000-08-14",1528.75
"2000-08-15",1531.25
"2000-08-16",1516.5
"2000-08-17",1526.5
"2000-08-18",1519.25
"2000-08-21",1510.5
"2000-08-22",1526.5
"2000-08-23",1520.5
"2000-08-24",1525.75
"2000-08-25",1515
"2000-08-28",1523
"2000-08-29",1544
"2000-08-30",1565.75
"2000-08-31",1567
"2000-09-01",1567
"2000-09-04",1572.25
"2000-09-05",1584.5
"2000-09-06",1616.75
"2000-09-07",1614.5
"2000-09-08",1626.25
"2000-09-11",1613.75
"2000-09-12",1636.95
"2000-09-13",1636
"2000-09-14",1625
"2000-09-15",1613
"2000-09-18",1608.5
"2000-09-19",1618
"2000-09-20",1588.25
"2000-09-21",1591
"2000-09-22",1597
"2000-09-25",1604
"2000-09-26",1578.75
"2000-09-27",1592
"2000-09-28",1585
"2000-09-29",1579.75
"2000-10-02",1546.5
"2000-10-03",1525
"2000-10-04",1530
"2000-10-05",1540
"2000-10-06",1526.75
"2000-10-09",1510.25
"2000-10-10",1525.5
"2000-10-11",1536
"2000-10-12",1514
"2000-10-13",1524.25
"2000-10-16",1515.5
"2000-10-17",1477
"2000-10-18",1481.75
"2000-10-19",1496.5
"2000-10-20",1493.5
"2000-10-23",1495
"2000-10-24",1490.25
"2000-10-25",1469.25
"2000-10-26",1443
"2000-10-27",1449.5
"2000-10-30",1460.75
"2000-10-31",1476.75
"2000-11-01",1459
"2000-11-02",1457.25
"2000-11-03",1476.75
"2000-11-06",1471.75
"2000-11-07",1469
"2000-11-08",1484.7
"2000-11-09",1473.45
"2000-11-10",1454.85
"2000-11-13",1446.25
"2000-11-14",1469.5
"2000-11-15",1478
"2000-11-16",1447.25
"2000-11-17",1450.25
"2000-11-20",1454.75
"2000-11-21",1475.75
"2000-11-22",1483.25
"2000-11-23",1480.5
"2000-11-24",1497.5
"2000-11-27",1509.25
"2000-11-28",1514
"2000-11-29",1510.5
"2000-11-30",1498.25
"2000-12-01",1509
"2000-12-04",1511.75
"2000-12-05",1513
"2000-12-06",1522
"2000-12-07",1564.25
"2000-12-08",1586.1
"2000-12-11",1625.5
"2000-12-12",1597.5
"2000-12-13",1596.25
"2000-12-14",1614.6
"2000-12-15",1609.25
"2000-12-18",1599.5
"2000-12-19",1600.75
"2000-12-20",1561
"2000-12-21",1551.5
"2000-12-22",1559.4
"2000-12-27",1560.5
"2000-12-28",1572.75
"2000-12-29",1568.75
"2001-01-02",1552.5
"2001-01-03",1515.5
"2001-01-04",1519
"2001-01-05",1527.5
"2001-01-08",1578
"2001-01-09",1572.25
"2001-01-10",1591
"2001-01-11",1597.5
"2001-01-12",1632.5
"2001-01-15",1626
"2001-01-16",1587
"2001-01-17",1609
"2001-01-18",1661
"2001-01-19",1648.5
"2001-01-22",1642.5
"2001-01-23",1659
"2001-01-24",1644.5
"2001-01-25",1661
"2001-01-26",1700
"2001-01-29",1686
"2001-01-30",1711
"2001-01-31",1716
"2001-02-01",1700
"2001-02-02",1687
"2001-02-05",1653.25
"2001-02-06",1620
"2001-02-07",1619
"2001-02-08",1642.5
"2001-02-09",1627.25
"2001-02-12",1618
"2001-02-13",1614.5
"2001-02-14",1601
"2001-02-15",1612.25
"2001-02-16",1618.25
"2001-02-19",1590
"2001-02-20",1590.25
"2001-02-21",1566.5
"2001-02-22",1540
"2001-02-23",1532.75
"2001-02-26",1568
"2001-02-27",1566
"2001-02-28",1573.75
"2001-03-01",1557.5
"2001-03-02",1569.75
"2001-03-05",1574
"2001-03-06",1579
"2001-03-07",1549
"2001-03-08",1536
"2001-03-09",1530
"2001-03-12",1522
"2001-03-13",1520.75
"2001-03-14",1516.5
"2001-03-15",1510.2
"2001-03-16",1475.1
"2001-03-19",1487
"2001-03-20",1494
"2001-03-21",1486
"2001-03-22",1471.75
"2001-03-23",1489.5
"2001-03-26",1471.25
"2001-03-27",1498
"2001-03-28",1473
"2001-03-29",1485.5
"2001-03-30",1471.75
"2001-04-02",1461.5
"2001-04-03",1462.75
"2001-04-04",1476
"2001-04-05",1482
"2001-04-06",1453
"2001-04-09",1469.75
"2001-04-10",1502.8
"2001-04-11",1491.8
"2001-04-12",1492.75
"2001-04-17",1491.5
"2001-04-18",1511.75
"2001-04-19",1509.75
"2001-04-20",1529
"2001-04-23",1514
"2001-04-24",1513
"2001-04-25",1537.25
"2001-04-26",1548
"2001-04-27",1543.75
"2001-04-30",1555.75
"2001-05-01",1556.75
"2001-05-02",1582.75
"2001-05-03",1585
"2001-05-04",1576.5
"2001-05-08",1568.25
"2001-05-09",1555
"2001-05-10",1537.85
"2001-05-11",1566.3
"2001-05-14",1535
"2001-05-15",1530
"2001-05-16",1547.5
"2001-05-17",1543
"2001-05-18",1548.5
"2001-05-21",1547.25
"2001-05-22",1529.5
"2001-05-23",1515.5
"2001-05-24",1537
"2001-05-25",1530.25
"2001-05-29",1500.25
"2001-05-30",1507.75
"2001-05-31",1490
"2001-06-01",1499.75
"2001-06-04",1491
"2001-06-05",1498.5
"2001-06-06",1500
"2001-06-07",1502
"2001-06-08",1493.75
"2001-06-11",1478
"2001-06-12",1477.5
"2001-06-13",1470.75
"2001-06-14",1482.5
"2001-06-15",1462.25
"2001-06-18",1467.75
"2001-06-19",1468.75
"2001-06-20",1453.25
"2001-06-21",1445.25
"2001-06-22",1455.75
"2001-06-25",1448
"2001-06-26",1444
"2001-06-27",1457
"2001-06-28",1442.5
"2001-06-29",1448.75
"2001-07-02",1461
"2001-07-03",1444.5
"2001-07-04",1443.25
"2001-07-05",1425.6
"2001-07-06",1432
"2001-07-09",1416.4
"2001-07-10",1435
"2001-07-11",1430.45
"2001-07-12",1433.55
"2001-07-13",1427.7
"2001-07-16",1425.75
"2001-07-17",1434.5
"2001-07-18",1427
"2001-07-19",1419
"2001-07-20",1415.5
"2001-07-23",1407
"2001-07-24",1399.5
"2001-07-25",1381.75
"2001-07-26",1393.25
"2001-07-27",1387.25
"2001-07-30",1383
"2001-07-31",1386.5
"2001-08-01",1374.5
"2001-08-02",1378.15
"2001-08-03",1376.5
"2001-08-06",1367.25
"2001-08-07",1364.1
"2001-08-08",1354.75
"2001-08-09",1357.75
"2001-08-10",1362.9
"2001-08-13",1346.5
"2001-08-14",1361.25
"2001-08-15",1364
"2001-08-16",1386
"2001-08-17",1396.5
"2001-08-20",1380.5
"2001-08-21",1373.25
"2001-08-22",1396.25
"2001-08-23",1400
"2001-08-24",1408.25
"2001-08-28",1395.75
"2001-08-29",1403.5
"2001-08-30",1380
"2001-08-31",1384.5
"2001-09-03",1368.75
"2001-09-04",1378.85
"2001-09-05",1381
"2001-09-06",1359.25
"2001-09-07",1347
"2001-09-10",1353.25
"2001-09-11",1369
"2001-09-12",1348.25
"2001-09-13",1349.25
"2001-09-14",1363.65
"2001-09-17",1344.5
"2001-09-18",1350.5
"2001-09-19",1338.75
"2001-09-20",1334.5
"2001-09-21",1337.5
"2001-09-24",1321.25
"2001-09-25",1314.5
"2001-09-26",1322
"2001-09-27",1323
"2001-09-28",1314.75
"2001-10-01",1315.15
"2001-10-02",1314.45
"2001-10-03",1299.65
"2001-10-04",1299.5
"2001-10-05",1293.5
"2001-10-08",1292.5
"2001-10-09",1283.1
"2001-10-10",1274.25
"2001-10-11",1278.25
"2001-10-12",1281.75
"2001-10-15",1279.5
"2001-10-16",1292.8
"2001-10-17",1301.6
"2001-10-18",1283.25
